time,rho,T,vx,by,bz
76620,6.65E-21,112145.5989,547080,1.21E-08,-4.32E-09
76680,6.61E-21,125448.3222,549197,1.20E-08,-4.28E-09
76740,6.80E-21,123422.1734,548956,1.20E-08,-3.12E-09
76800,7.00E-21,121411.1104,548712,1.24E-08,-3.64E-09
76860,6.49E-21,125623.5505,539592,1.23E-08,-2.92E-09
76920,6.23E-21,118414.8238,543819,1.25E-08,-2.60E-09
76980,5.96E-21,111418.924,548050,1.20E-08,-1.79E-09
77040,5.62E-21,110987.352,552473,1.22E-08,-2.17E-09
77100,5.28E-21,110556.8244,556894,1.23E-08,-2.28E-09
77160,6.65E-21,91950.14,553836,1.30E-08,-2.29E-09
77220,6.71E-21,96537.8702,557250,1.30E-08,-4.38E-10
77280,6.77E-21,101237.3519,560673,1.26E-08,-1.83E-09
77340,5.15E-21,106939.3479,548896,1.15E-08,-5.69E-09
77400,5.21E-21,93357.53596,543054,1.10E-08,-5.53E-09
77460,5.27E-21,80697.81901,537200,1.01E-08,-6.86E-09
77520,5.44E-21,95703.15721,547596,1.07E-08,-3.45E-09
77580,5.60E-21,111987.3133,557984,1.08E-08,-4.03E-09
77640,6.82E-21,190995.2824,587699,1.20E-08,-1.73E-09
77700,5.92E-21,147879.8558,586065,1.25E-08,-2.07E-09
77760,5.01E-21,110273.442,584426,1.29E-08,-1.84E-09
77820,5.20E-21,100463.9108,567189,1.29E-08,2.02E-12
77880,5.39E-21,91111.13334,549954,1.28E-08,6.86E-10
77940,5.07E-21,91190.3922,540082,1.19E-08,6.72E-10
78000,5.31E-21,112163.2378,544038,1.13E-08,-3.60E-10
78060,5.55E-21,135305.1999,547998,1.10E-08,1.48E-09
78120,5.74E-21,135877.3027,551512,1.16E-08,4.52E-10
78180,5.93E-21,136449.4054,555026,1.16E-08,-1.55E-10
78240,6.14E-21,123148.3067,551336,1.19E-08,1.53E-11
78300,5.96E-21,134130.8227,549994,1.15E-08,-2.63E-09
78360,5.78E-21,145581.0007,548656,1.13E-08,-3.12E-09
78420,5.40E-21,118244.2374,536606,1.13E-08,-2.56E-09
78480,5.02E-21,93746.7515,524566,9.79E-09,-5.13E-09
78540,4.53E-21,77514.35155,525918,7.87E-09,-6.28E-09
78600,4.77E-21,87290.4618,523244,6.74E-09,-8.40E-09
78660,5.00E-21,97647.03004,520570,5.21E-09,-8.13E-09
78720,5.14E-21,99370.06889,520544,5.22E-09,-7.78E-09
78780,5.25E-21,103160.3366,517579,5.41E-09,-7.71E-09
78840,5.36E-21,107021.5079,514603,7.41E-09,-5.68E-09
78900,5.18E-21,103533.6539,512455,7.49E-09,-4.00E-09
78960,5.00E-21,100103.7065,510307,7.22E-09,-2.81E-09
79020,5.25E-21,121651.3239,518133,7.01E-09,-1.57E-09
79080,5.52E-21,130764.352,521526,6.94E-09,7.90E-10
79140,5.79E-21,140208.1088,524915,8.41E-09,1.15E-09
79200,5.82E-21,138842.257,537956,8.89E-09,1.91E-09
79260,5.86E-21,137484.5284,550994,8.54E-09,2.34E-09
79320,5.27E-21,110695.0342,545668,9.15E-09,4.22E-09
79380,4.68E-21,86805.85712,540345,9.47E-09,4.42E-09
79440,4.08E-21,65816.99729,535025,7.97E-09,3.20E-09
79500,5.12E-21,125504.0239,547674,7.46E-09,7.44E-09
79560,6.16E-21,204289.4183,560339,9.68E-09,-6.21E-10
79620,5.48E-21,110454.5886,532371,9.22E-09,-5.70E-09
79680,5.17E-21,104810.4991,539829,8.92E-09,-6.36E-09
79740,4.85E-21,99314.25116,547288,8.59E-09,-4.87E-09
79800,5.23E-21,125353.1652,543987,9.28E-09,-6.50E-09
79860,5.62E-21,154420.1622,540684,8.94E-09,-3.69E-09
79920,5.13E-21,105419.6202,536283,9.49E-09,-3.87E-09
79980,5.14E-21,108780.5208,535058,9.38E-09,-3.47E-09
80040,5.16E-21,112194.1058,533832,9.20E-09,-2.02E-09
80100,5.14E-21,121486.5397,530847,9.13E-09,-1.19E-09
80160,5.46E-21,130453.3509,535509,9.04E-09,-2.04E-09
80220,5.79E-21,139740.4467,540179,8.93E-09,-1.03E-09
80280,5.72E-21,143357.575,540749,9.10E-09,-1.19E-09
80340,5.64E-21,147021.1214,541312,8.72E-09,-3.80E-09
80400,5.06E-21,122776.9622,523059,9.30E-09,-6.35E-10
80460,5.14E-21,115154.7665,519401,8.88E-09,3.82E-12
80520,5.23E-21,107776.846,515742,7.74E-09,-1.30E-09
80580,5.40E-21,122028.4707,516923,7.19E-09,-6.11E-10
80640,5.57E-21,137164.2437,518101,6.13E-09,-5.15E-10
80700,5.66E-21,149577.5968,520138,6.54E-09,5.63E-10
80760,5.49E-21,133050.4421,520664,7.06E-09,1.43E-09
80820,5.33E-21,117489.9437,521191,6.24E-09,2.94E-09
80880,5.24E-21,124615.1178,524890,6.34E-09,3.65E-09
80940,5.14E-21,131951.4942,528589,6.59E-09,3.10E-09
81000,4.42E-21,78824.96583,520259,6.69E-09,4.22E-09
81060,4.84E-21,99731.66567,526982,5.46E-09,4.51E-09
81120,5.26E-21,123094.926,533701,5.13E-09,4.08E-09
81180,6.49E-21,129838.3114,553784,6.14E-09,5.09E-09
81240,7.71E-21,136761.5669,573869,3.35E-09,7.01E-09
81300,8.94E-21,143865.8529,593959,7.55E-09,1.16E-09
81360,8.56E-21,151148.8485,597643,1.02E-08,-6.55E-09
81420,8.17E-21,158611.7141,601328,9.98E-09,-7.08E-09
81480,7.79E-21,166254.4497,605012,9.70E-09,-7.64E-09
81540,7.40E-21,174077.0554,608697,8.59E-09,-8.71E-09
81600,6.85E-21,182079.5311,591371,9.05E-09,-8.04E-09
81660,7.31E-21,173566.4566,590117,9.46E-09,-7.89E-09
81720,7.76E-21,165256.4612,588861,9.41E-09,-8.75E-09
81780,6.57E-21,139189.2321,574365,1.02E-08,-7.74E-09
81840,7.67E-21,152671.3613,575575,1.12E-08,-6.18E-09
81900,8.77E-21,166776.6531,576785,1.14E-08,-4.21E-09
81960,8.60E-21,166772.0113,574836,1.13E-08,-3.78E-09
82020,8.42E-21,166767.3695,572888,1.16E-08,-3.80E-09
82080,6.87E-21,166896.1796,570569,1.13E-08,-3.24E-09
82140,6.66E-21,178592.3734,572438,1.15E-08,-2.53E-09
82200,6.44E-21,190684.2813,574306,1.17E-08,-3.27E-09
82260,6.39E-21,180707.8771,577673,1.18E-08,-2.08E-09
82320,6.34E-21,170998.3768,581040,1.22E-08,-9.26E-10
82380,5.34E-21,145025.1443,571921,1.21E-08,-9.20E-10
82440,5.77E-21,148498.3766,568579,1.21E-08,-1.39E-10
82500,6.21E-21,152013.3851,565239,1.18E-08,-8.83E-10
82560,5.85E-21,159866.1625,562024,1.14E-08,-2.09E-09
82620,5.50E-21,167917.3772,558810,1.11E-08,-2.94E-09
82680,5.80E-21,157318.9708,559508,1.11E-08,-1.87E-09
82740,6.05E-21,178865.0796,562128,1.12E-08,-1.88E-09
82800,6.31E-21,201794.4469,564747,1.11E-08,-1.59E-09
82860,5.68E-21,168274.7964,560461,1.10E-08,-2.69E-10
82920,5.05E-21,137796.69,556175,1.09E-08,5.06E-10
82980,5.35E-21,138144.8255,555702,1.05E-08,-3.71E-10
83040,5.68E-21,155513.3078,556344,1.07E-08,-4.08E-10
83100,6.00E-21,173909.9504,556988,1.02E-08,-2.87E-10
83160,5.42E-21,142671.748,555380,1.03E-08,1.08E-09
83220,5.68E-21,168122.7772,556408,1.00E-08,2.15E-09
83280,5.94E-21,195661.4591,557437,9.98E-09,2.36E-09
83340,6.08E-21,233559.4944,563390,1.00E-08,2.61E-09
83400,6.22E-21,274811.2354,569344,9.92E-09,2.94E-09
83460,5.26E-21,163334.753,581880,1.02E-08,3.13E-09
83520,5.07E-21,143449.2507,548380,1.23E-08,1.31E-09
83580,4.88E-21,124854.1709,514894,1.14E-08,2.91E-09
83640,5.09E-21,143394.7095,512307,4.88E-09,5.35E-09
83700,5.30E-21,163218.7078,509718,3.37E-09,5.70E-09
83760,5.34E-21,161951.4944,521326,3.79E-09,4.69E-09
83820,5.13E-21,148067.849,519000,4.53E-09,5.28E-09
83880,4.92E-21,134806.2056,516673,5.97E-09,4.85E-09
83940,5.28E-21,161157.7454,516021,6.39E-09,3.88E-09
84000,5.64E-21,189860.3605,515368,6.01E-09,2.53E-09
84060,5.29E-21,180637.0895,513768,6.16E-09,9.53E-10
84120,5.23E-21,172153.0263,514292,6.64E-09,5.98E-10
84180,5.17E-21,163872.0422,514816,6.90E-09,-4.85E-10
84240,4.96E-21,161394.4776,515555,6.93E-09,1.33E-10
84300,4.75E-21,158935.4802,516296,7.00E-09,5.26E-10
84360,5.39E-21,172742.5358,516130,7.05E-09,1.61E-09
84420,4.65E-21,145056.4765,515676,7.01E-09,1.38E-09
84480,3.91E-21,119786.4778,515219,6.56E-09,2.49E-09
84540,4.54E-21,136951.881,513297,7.61E-09,1.56E-09
84600,5.17E-21,155264.9711,511378,8.40E-09,1.26E-09
84660,4.77E-21,161057.9465,508768,7.03E-09,1.17E-09
84720,5.00E-21,181172.0578,507854,5.21E-09,3.19E-09
84780,5.22E-21,202469.8299,506942,3.81E-09,4.09E-09
84840,4.81E-21,184130.0495,581005,2.91E-09,4.00E-09
84900,4.95E-21,183791.1975,568354,5.30E-09,4.88E-09
84960,5.09E-21,183453.5061,555703,9.79E-09,6.50E-09
85020,5.34E-21,183114.6541,558616,1.07E-08,4.58E-09
85080,5.58E-21,182778.1231,561525,9.36E-09,4.79E-09
85140,5.94E-21,189599.2589,553960,1.05E-08,3.81E-09
85200,6.13E-21,218623.3191,557879,9.92E-09,3.33E-09
85260,6.32E-21,249715.3045,561798,9.11E-09,4.63E-09
85320,5.84E-21,216301.255,539618,8.69E-09,4.74E-09
85380,5.36E-21,185285.8595,517441,7.88E-09,4.65E-09
85440,4.93E-21,157687.9945,526855,6.28E-09,3.85E-09
85500,5.08E-21,147842.7213,517241,7.11E-09,3.43E-09
85560,5.24E-21,138316.5724,507628,7.93E-09,3.17E-09
85620,5.21E-21,154369.1023,510316,9.12E-09,2.89E-09
85680,5.18E-21,171302.4151,513008,6.01E-09,2.97E-09
85740,5.13E-21,178771.083,542921,5.94E-09,3.91E-09
85800,5.31E-21,168306.1286,556478,9.00E-09,6.56E-10
85860,5.49E-21,158157.9775,570030,1.02E-08,-2.18E-10
85920,5.85E-21,180461.8613,565117,1.12E-08,-3.97E-09
85980,6.21E-21,204237.198,560208,9.55E-09,4.09E-10
86040,5.81E-21,176493.1161,541202,1.08E-08,-1.27E-09
86100,5.42E-21,150772.8621,522205,9.38E-09,1.63E-09
86160,5.02E-21,127077.5966,503220,1.04E-08,-2.19E-09
86220,4.81E-21,180690.4703,514030,5.29E-09,2.41E-09
86280,5.01E-21,183629.8947,517333,5.29E-09,2.32E-09
86340,5.20E-21,186593.6887,520628,5.40E-09,4.59E-09
86400,5.40E-21,189580.6916,523916,6.35E-09,3.18E-09
